Text,Class,Type
Safe food/formula for those with severe food allergies or Celiac,Food,resource
"Can probably come up with a fairly large quantity of pet supplies..if still needed cat and dog food , kitty litter , birdfood , ( ? ) , pet toys",Food,resource
Also any type of food if needed .,Food,resource
Happy we could partner up in the Rockaways tomorrow “ @ SweeteryNYC : @ ChaseNews Would love 2 b a part of feeding NEw Yorkers” # freefood # sandy,Food,resource
"Senior nursing students ( we graduate this December ) and we want to help . We can give basic medical care , hand out blankets , you name it . We will do it . Thanks !",Medical,resource
I want to donate a bunch of non-perishable foods .,Food,resource
"Can donated gently used clothing , new hygiene products , baby supplies , non-perishable goods , whatever is most needed .",Food,resource
Lights flickering powers going off ! Come on sandy what you got !,Energy,need
"I will donate band-aids , advil , and wipes .",Medical,resource
sandy ... . youre weak . # justsaying,None,N/A
Anyone need water bottles ?,Water,resource
"To Whom it May Concern , My name is ***************** and my friend and I have recently held two donation events in White Plains , NY for the victims of Hurricane Sandy . We have collected most of what you list below so rather then sending you multiple forms here is a list of items we have : *Men 's & Women 's coats and winter wear *Children 's coats and winter wear ( boys & girls ) *Children 's and baby toys and stuffed animals ( all new w/tags ) *Baby supplies - clothes ( all new w/tags ) , formula , food , diapers , wipes etc . *Non-perishable foods *Blankets ( all new w/tags ) *Toiletries/Hygiene products *Cleaning Supplies *Water *Pet food Please let us know if there is anything you need . We want to help in any ways we can . My email address is ************************** . Thank you and I look forward to hearing from you . Sincerely , ****************n***************",Food,resource
"I would like to volunteer tomorrow , Saturday November 10th in Staten Island . I can serve food , watch children , translate Spanish to English . My husband can lift heavy items and help clean out places . Please let us know if you can use us .",Food,resource
Canned soup,Food,resource
"blankets , food , clothing",Food,resource
"Passing out food , collecting food , getting things to people who need , I JUST WANT TO HELP BECAUSE THESE PEOPLE NEED OUR HELP I SEE THEM ON THE NEWS . I CAN FLY OUT FROM LOS ANGELES , I NEED SOMEWHERE TO BE STATIONED AND WORKING HELPING THOSE PEOPLE ASAP !",Food,resource
Best thing about the storm : the green light 4 over-consumption . Eat as much as you can ! Drink all your booze ! Buy batteries for god 's sake !,None,N/A
"need plumber to check furnace , and hot water heater after my basement was flooded out .",Water,need
Theres a storm coming ... ... .but untill he bust a nut on society im getting McDonalds breakfast . Whos in ?,None,N/A
Emergency alert ... .its another hurricane irene lmao,None,N/A
# hunkerdown drinking game is a huge success and I 'm ... . ( flops face down on bed ) @ thegreatmick # Sandy,None,N/A
One Of The Assistant Pastors Of NYPC Looking To Mobilize Our College Group To Help Distribute Medications On Friday Evenings,Medical,resource
My house has n't had power for 6 days and I still flick the switch thinking the light will turn on # hurricanesandyproblems # stupidzachary,Energy,need
"The JCC of stamford has collected a LOT of cleaning supplies for victims of the storm . We are looking for areas that need help getting these supplies . We have donations of the following items : Industrial hard bristle brooms Shovels Rakes Contractor Garbage Bags Work Gloves Work Boots Masks Latex gloves Bleach Cleaning supplies Sponges Paper Towels Clorox Wipes Baby Wipes Hand Sanitizer Flashlights Lanterns Batteries ( all sizes ) as well as cash and gift cards . Please let us know if you community is in need of these items and how we can best get them directly into the hands of people in the community . We are looking to make deliveries tomorrow ( Friday , 11/9 ) . Thanks !",Energy,resource
"I want to set up a bbq grill and serve food for free . Hamburgers , hot dogs , etc . Where can I set this up ? I will drive in with supplies and start BBQ'ing..",Food,resource
Very spooky to drive into work and see Main Street completely dark - still no power . # Ridgefield # CTSandy http : //t.co/ugHdclnJ,Energy,need
"I have been donating down at New Dorp Beach ; time , clothing , and hygiene products as my family is from there . Please let me know what else you may need . Please let me know where and what is needed .",Food,resource
"Can help with food preparation , unloading & loading of trucks , etc .",Food,resource
"******* left house , no water and lights . In Queens . Has a kid . No car . Contacting a few people who signed up to help .",Water,need
************** ****** ******************** Home : ************ Has non-perishable food at *****************************************,Food,resource
I would like to donate a turkey for Thanksgiving to someone in need !,Food,resource
Hurricane last week nor'easter this week ... .. Maybe it is time to move,None,N/A
2 pizza pies,Food,resource
# homemade # chickensoup # frankenstorm # sandy # comfortfood - not remotely chilly in the apt but # fee @ TriBeCa http : //t.co/4oyk3B4V,None,N/A
"I have winter clothing ( hats , scarves , gloves ) , cleanup supplies , hygiene products , non-perishable food .",Food,resource
I would like to help clean-up,None,resource
Food clothing sop,Food,resource
And ... .. The lights went out with a big boom . Tree fell down 4 houses up the road . # Sandy # CTSandy # hurricane # Southbury,None,N/A
"We can go get food , clothing or hygiene products for a couple families",Food,resource
Tall lamp and air cleaner,Energy,resource
Local fame has been achieved ... . HAHAHA the local representative of hurricane sandy right here ...,None,N/A
canned/dry goods,Food,resource
@ Mikefavetta ... it 's getting very wet out here ! ... bringing it ! ... surfs up # sandy # Fra @ The Bruno Compound http : //t.co/YNenUCKe,None,N/A
"One of the reasons why we havent had power for 3 days ... # hurricanesandy # aftermath # morrisco @ Whippany , NJ http : //t.co/TbdXuAk0",Energy,need
I hate not having any power ! ! ! Missing @ TheXFactorUSA again tonight . I seriously want to cry # thankyouSandy,Energy,need
bottled water .,Water,resource
Big storm ... 2 days off ... still ca n't sleep ... grr,None,N/A
can foods and some clothes,Food,resource
Able to cook and provide food or help at shelters,Food,resource
want to donate men and women 's clothing and non-perishable food- please let me know how I can get them to you,Food,resource
"clothing , some canned and boxed foods , a few pillow cases , shampoos and hair brushes .",Food,resource
"We have many items to donate & we want to help . Baby clothes , diapers , water , hygiene products , baby clothing , children 's clothing , jackets all sizes , and women 's clothing .",Water,resource
"My daughters and I would love to donate our time to help those in need . My daughters are teenagers . We can help with food prep , service , child care , pet care , transportation . Just let us know what we can do ! We are here to help !",Food,resource
"So I 'm going to go do my # Sandy prep errands . What to buy , in importance order : Beer , food , batteries , flashlight . Is that bad ?",None,N/A
"I have multiple toothbrushes and mini-toothpastes , and am willing to make hot food .",Food,resource
Food water batteries procured . Outdoor furniture secured . # Sandy can do her worst .,Energy,resource
"I live in Southern CA and My Mother & I Have a trip planned to NY Dec 9th . We still want to come and I would love to bring with us donations of Food , Clothing , Blankets Hygiene products etc . What ever is needed most . I can collect with Friends & Family here an bring with us when we come . Please let me know if I can/should do this and How I would go about getting the donations to you . Thank you , **** ********************************",Food,resource
This hurricane was just an awful excuse for me to eat all the junk food in sight .,None,N/A
"My fraternity , Kappa Alpha Psi ( Brooklyn-LI Alumni Chapter ) did a canned food drive and we would like to donate these goods for the relief effort . Please let me know when and where I can drop them off to your organization .",Food,resource
"Everyone just chill out , whole foods still has cashew nuts & goji berries # frankenstorm # baree @ Whole Foods http : //t.co/tcWHmF4D",None,N/A
"Clothing , blankets , and some non-perishable food items for donation .",Food,resource
"Can bring hot meals and/or other supplies below ( cleaning , personal hygiene , etc . )",Food,resource
"@ FrancisSchott Very nice ! “ @ FrancisSchott : Storm knocked out power : Fireplace , Calvados , Book , Cigar : None even need batteries ! ”",None,N/A
"We have over 50 seniors located at ****************** who are without electricity , can not go down stairs , and are running low on food supplies .",Food,need
Oh and there 's that random dude who has his surf board heading to Long Beach ... during a hurricane Sandy ... righttttttt,None,N/A
"Hi hi - I can cook hot vegan/veg meals and deliver them on bike to LES . If folks can get to Bushwick , I have a spare bedroom w/ double bed , hot showers , wifi etc ( non-smoking/2 cats ) .",Food,resource
It 's coming ... .. # Sandy,None,N/A
"I have lots of homemade baby food and can make more . It 's frozen so it needs a destination , or at least a fridge or freezer , for me to bring it to .",Food,resource
"Will provide & serve nonperishable food . Also , possible coats , jackets , gloves , & hats .",Food,resource
30 prepared hot meals,Food,resource
Check the line at # super # foodtown # circus # crazy # insane # nopower # storm # hurricane # sandy @ Super Foodtown http : //t.co/M6mW2EnV,None,N/A
"We need hygiene products ( deodorant , soap , dish detergent , mop , broom ) , a place to wash clothes , temporary shelter , a non-electrical heater . We needs clothing for two teenage girls .",Energy,need
"ready for Sandy ! non perishable items , water , batteries for flash light candles etc ... now lets @ Down Neck http : //t.co/ibXaUvoR",None,N/A
"Waiting for the days assignment . Still without power at home , but so grateful all of our friends are safe . # SandyABC7",Energy,need
Sandy is coming ... .. Ouch and it 's stronger than Irene ! http : //t.co/4xA928nI,None,N/A
I heard that you are accepting prepared food . I am happy to cook and bring food .,Food,resource
ya b**** ya b**** ya at the storm,None,N/A
"Can deliver meals or water or anything else needed , we have a car , but not a truck .",Water,resource
"2 bags of women 's clothing , both warm and cold weather clothes . Winter Coats . 4 gallons of water .",Water,resource
Taking this storm as a learning experience . Still no power ... getting kind of scary .,None,N/A
2.5 gallon bottle of water,Water,resource
@ LaurSantangelo now only if my texting worked ... Hahaha damn sandy ...,None,N/A
"clothing ( adult and toddler ) , non-perishable food , toys , skincare and lotions",Food,resource
I have general household tools and a case of bottled water !,Water,resource
“ @ chrisaldo : im very excited for the hurricane thats coming # iloverain” wait what ... ..,None,N/A
"My family and possibly some others from my community would like to help . We are planning on leaving the Wednesday before thanksgiving and spending our Thanksgiving break there . We need some direction on needs and where we might be able to stay ... If we ca n't be used in Staten Island , can you direct us where else we might contact ? ! Thanks and Good Luck ! I 'd you need speak w me my phone number is ************** ******************",Food,resource
To all our camp friends and families affected by the storm ... our thoughts are with you ... stay safe and warm . Your Woodmont Family,None,N/A
"Clothing , canned food , and hygiene products",Food,resource
@ meliithebest26 JUAA F # UCK SANDY I GOT MY PLÁTANOS AND AREPAS READY : D you already know how i am with food : D,None,N/A
"I have some clothes , batteries , candles , also toilet paper",Energy,resource
"Looking to donate new ( several-year shelf life , sealed ) non-prescription medications to any organization involved in or impacted by Hurricane Sandy . Red Cross was contacted by a community member whose work department had collected money and purchased these items . Donation approximately fills a 10-ream paper box . Products are NOT used or near expiration .",Medical,resource
"*********** emailed me that food donations are needed at East Village Access , which provides services for people with mental illness . ******************************************** ) on Wednesday , Thursday and Friday between 10AM and 3PM .",Food,need
Peanut butter and jelly sandwiches Apples,Food,resource
Poland Spring Gallon jugs of water ( 3 ),Water,resource
"We have Non- Perishable food , cleaning supplies and clothes .",Food,resource
"baby supplies , hygiene products , water , plastic utensils",Water,resource
we live up in maine and i will coordinate food/blankets etc ... what ever you folks need from up here and arrange to drop off at a site you specify . please call/email and let me know what you need and where to drop off .,Food,resource
@ laurenkoslow I 'm going trough withdrawals ... have n't had power since monday in NJ due to Sandy ... missing DOOL !,Energy,need
What is going on with the gas situation in New York ... .9 days after Sandy and impossible to get gas ... ..Why ?,None,N/A
Water Bottles,Water,resource
batteries,Energy,resource
Cooking/food prep,Food,resource
"We have clothing ( sweatshirts , sweaters , socks ) , as well as non -perishable food",Food,resource
@ sulllydude a storm of this magnitude has never happened here ... if it happened like this all the time then yes ...,None,N/A
"My parents ***e and D********* are without power , no generator , it is freezing . Their house has been damaged . I do know that the street and all that live in that area have not been visited by FEMA or any other support group or help besides pedestrians . Can someone call me at ************* . I would like to get some help there . They are in need of a generator , clothing , heat , debris removal , ... anything that will be of help . I am their son and am located in Manhattan . My name is ********* . Thank you kindly .",Energy,need
"Canned fruits , vegetables , and tuna fish/salmon Peanut butter/jelly Pasta Maple and Brown Sugar Oatmeal Non-sugary cereals like Cheerios",Food,need
"Warm kids clothing , non-perishable food , cleaning supplies , small amount of clean - very portable kids toys , hygiene products . I can bring all of these to **************",Food,resource
"Not sure if my first request came thru - i have a trailer of water , baby food/diapers , personal tolietries , cleaning supplies , candles , dry foods , some tools i 'd like to drop off tomorrow . please call me ( ********* ) asap so that i know where i can drop off . ************* . also willing to do clean up . my husband is a contract & will do what he can for the day .",Food,resource
Sandy needs to go somewhere ... Im tired of being in the house ... . # bored,None,N/A
I cant believe Sandy ... ..,None,N/A
"hygiene products , flashlights , batteries",Energy,need
"Baby/girl jackets , clothing , shoes , boots , baby food , blankets ( for ages 0-5 )",Food,resource
"I can donate clothing , non-perishable food , baby supplies , hygiene products and toys/recreation .",Food,resource
@ its_me_spence haha we have been walking around saying why is everyone freaking out ... . Not sure why Sandy thinks she is a big deal ☔⚡,None,N/A
"I would like to donate food , hygiene , and other supplies . Where is a place I can drop off in Astoria ? My number is *************",Food,resource
"I am willing to donate my time , food and other supplies needed .",Food,resource
I can assist with distributing supplies and food to those in need .,Food,resource
"My wife and teenage children are not skilled in any particular trade but we will do whatever we can to help . My 13-year-old can take care of pets . My wife and 16-year-old daughter can help with child care . I can help with debris removal or other such tasks , such as delivering food/water to the elderly . ( My 86-year-old mother-in-law lives in a high rise on Pitt Street . )",Food,resource
Can bring canned goods if needed .,Food,resource
"I 'd like to volunteer to help with the cleanup effort ( ie . streets , parks , water , etc )",Water,resource
"can help with sorting and distribution of clothes , water , etc .",Water,resource
@ Lawrence @ thelastword we too indulge in comfort food in times of storm,None,N/A
want to if can help on sunday november 4 please call me at ************* name is ***** i wll do anything to help,Water,need
"To all of my peeps in the Hurricane 's path..stay safe . I 'll be thinking of you all . # FF love one and all ... .. , http : //t.co/ihW64e8Z",None,N/A
"Bring food , drinks to victims --",Food,resource
"My mother would be available to come with me and help also , ***** . We could help passing out food and probably will prepare some to bring along depending which day we are needed .",Food,resource
7a.m ... i actually slept pretty good last night ! Power stayed on . Can feel # Sandy subsiding ... .,None,N/A
"I can cook meals for those who need , or for relief workers . Help pack meals to deliver , or help deliver . Available for weekend volunteering .",Food,resource
Pls I have so much ready to be donated some pants shirts baby clothes little boys and girls clothes sneakers jackets toys baby bottles and unopened formula,Food,resource
"The only skills I have is I am a hairstylist ! However , I can help with cleaning up damage , rebuilding , handing out water , warm clothing , blankets , I can also cook or help prepare food ! Thanks . Let me know",Water,resource
I 've had that song Breakfast at Tiffany 's stuck in my head for literally a week ... but it 's been replaced with Bon Jovi 's Hurricane ... FML,None,N/A
# NYC # HurricaneSandy still have n't felt no wrath of the hurricane ... Maybe we wo n't but it 's closing everything ... http : //t.co/suNgNPBR,None,N/A
"non-perishable , any pet food as well , hygiene products , water , baby supplies",Food,resource
"General ability to participate in activity like food distribution/soup kitchen , essential item distribution , staffing telephone lines , etc .",Food,resource
Winter coat Gloves Hat Scarves Shirts Water Hygiene products,Water,need
I would like to bring down some clothing and also non-perishable items,Food,resource
And I need baby supplies and cleaning supplies and blankets and food,Food,need
Can help w food ... .anything . cleaning,Food,resource
"I 'd like to donate blankets , coats , shoes , clothing , hot meals , children 's books , etc .",Food,resource
"Small dining room table , blankets , non perishable food , toys",Food,resource
"clothing , non-perishable food , blankets",Food,resource
Experience : soup kitchen coordinator . Preparation of care packages and toilety kits . Handing out food and supplies . Billingual ( English/Spanish ),Food,resource
This chino is a warrior delivered my food in this storm got a good tip too # Sandy,None,N/A
"A group of five of us are coming down on Saturday , November 10 to bring bottled water , clothing , and gift cards . Can we partner with you to disperse ? Please contact me at ************* . Thank you !",Water,resource
cooked chicken,Food,resource
"I have canned goods , some jars of baby food ( stage 3 ) , children 's books , children 's puzzles , cards/card games .",Food,resource
Ok - hopefully I did n't just post this twice - my church is gathering bottled water to donate to the victims of the hurricane . Is there still an Astoria dropoff location ?,Water,resource
"I have general contracting skills , as well as carpentry skills . I have many tools , power tools , non power tools . Brooms , shovels , etc .",None,resource
"C**** is asking for medical supplies such as latex gloves , gauzes , first aid kits , etc",Medical,resource
"I have jackets , hoodies , baby formula , baby bottles and new nipples for bottles , rice cereal for babies , toys for babies and toddlers , towels , baby clothes and dried food",Food,resource
Another storm coming next week ... ... ... ...,None,N/A
clothing lights hot meals/ individual/ bulk hygiene products,Food,resource
Drinking everytime I hear `` hurricane '' `` sandy '' `` east haven '' or `` new haven '' on the radio ... Alone ... ..,None,N/A
Hurricane : A storm which New Yorkers use as an excuse to drink and eat junk food in their pajamas for 48 hours . # sandy,None,N/A
The person who has the job to create the names of the hurricanes got dumped alot by many girls ...,None,N/A
"Please Help & Share Staten Island , Susan B. Wagner High School needs volunteers for the evening and tomorrow . Snow storm has depleted volunteers and increased the number of evacuees . Needs : Coats Prepared Foods Green Cleaning Supplies Bleach Towels Gloves Paper towels Please share !",Food,need
"Total 50 items : canned beans and vegetables , canned stews and chilies , packaged turkey dogs , instant ( hydratable/microwave ) mac n cheese , noodles n stroganoff , boxed instant oatmeal and other cereals , misc . similar packaged items .",Food,resource
Please donate batteries to Thompson park in lincroft for sandy victims # restoretheshore,Energy,need
Hunkered down for Hurricane Sandy ... Windchimes are clanging ... Got kittehs & chocolate . http : //t.co/ZFCNmwEL,None,N/A
Wonder if I could still get food delivered in # nyc during # sandy,None,N/A
Cupcakes !,Food,resource
"Sandyyyyyyyyy , come out come out where ever you are ... ...",None,N/A
I want hurricane Sandy to cone so I can be stuck in my house with my family : ) ... ... ... ... ..NOT ! ! ! ! !,None,N/A
"I work at a Dental Practice and would be happy to donate some toothbrushes , toothpaste , mouthwash , floss , etc .",Medical,resource
"Environmental analyst/questionnaires for future purposes ( university degree ) , organize and plan ( university degree ) , food preparation/carrying- reliable and team oriented .",Food,resource
# FEMA ... Hmmm ... @ WFSBnews Malloy : FEMA to be on ground in CT by Sunday # sandy # wfsb,None,N/A
Case of bottled water,Water,resource
food service help,Food,resource
I 'm glad @ torrrx3 is worried about where the trees went and saving the squirrels as were driving thru a snow storm ... .,None,N/A
"Hello - I can bring a bag of hygiene products and also non-perishable foods . Also , paper products like toilet paper , etc . Please let me know if this is needed . Thanks you",Food,resource
I can help with handing out food or supplies .,Food,resource
"Still needs Pet food , Roof supplies , Cleaning supplies . -*****",Food,need
bottled water,Water,resource
"I can help cook , prepare food , pack and organize things .",Food,resource
"Hoping that PSE & G can get my power back on before the snow storm hits Tuesday . That 's right , I said Snow . # ineedheatplease",Energy,need
We got the last four flashlights in Manhattan for the low price of $ 10 a pop ... # hurricaneproblems # hurricanesandy http : //t.co/YHZAQwWi,None,N/A
"Can help with food distribution , cooking , childcare , donations of clothing .",Food,resource
Food service & hospitality,Food,resource
"Serving food at local rescue sites , deliver meals , stock shelves/sort items",Food,resource
( 2 ) liter bottled water,Water,resource
Coming up from Maryland for basketball game at Barclay 's Center on Friday night . Would like to bring some clothes blankets food toiletries etc to donate when we arrive tomorrow mid-day .,Food,resource
"gauze , brace wrap , bandaids",Medical,resource
"I am a chef and Carter 's who can prepare an , d organize serving food .",Food,resource
At Jets vs Dolphins game ... ..good time before the storm .,None,N/A
"People on the Lower East Side need batteries , ice and can good",Energy,need
With a few hours notice I can bring over enough hot meals to feed about 12-15 people .,Food,resource
baby supplies hygiene products non perishable foods,Food,resource
"Varick Street , Lower # Manhattan - no lights , no cars , no power , no rush hour # Sandy http : //t.co/oHbSsxdw",Energy,need
@ AJHanleyNYC hope you guys are ok ... Say hi to Jim and have a shot with a pickle to stay warm ... Hang in there . # Sandy,None,N/A
Food ... ✅water ... ✅ten mile run w my biffie ... ✅family home with me safely✅✅ ... enjoying a Bloody Mary ✅ ... ..now come at us Sandy I am ready,None,N/A
"I have gallons of bottles water , candles .",Water,resource
"clothing , non-perishable food , hygiene products",Food,resource
"i am a food service worker , i can cook and deliver meals",Food,resource
Still no power its about 35-40f in my house Running low on batteries # hurricanesandy,Energy,need
"non perishable food , baby supplies , hygeine products , clothing",Food,need
Supposed to buy storm necessities but I 'm here on the Christmas decorations sections . Batteries & candles can wait .,None,N/A
"I have an electric heater that I can donate , and I can help by providing meals or food , or helping to prepare meals",Food,resource
Hurricane ... ..but you can call it Slurrrr-Icane ... ... Slurr-Icane ... ..strong enough to start a engine mayne ! !,None,N/A
"My husband & I are available to help doing what ever is needed - we have clothes for people - we can bring food , coffee etc",Food,resource
#NAME?,None,N/A
"byebye power , should have stocked up on alcohol before this storm .",Energy,need
I can provide some gluten-free food if anyone with Celiac Disease or other medical related issues needs it .,Food,resource
"I would like to help in any way I can , from distributing water and supplies , checking on senior citizens and the handi-capable , cleaning up homes and parks , watching children , etc .",Water,resource
canned beans and soups,Food,resource
So battery park is flooded but there 's no rain on the UES ... .this does n't make sense . # Sandy http : //t.co/ssad9Tbi,None,N/A
I work at an after school program and we are wanting to possibly do a food drive and donate to the relief efforts of Sandy . Let me know if there is a way we can help and what are your highest needs .,Food,resource
"Winter Jackets , Blankets , Towels , Some food , Some children 's clothing",Food,resource
I am a chef and offer my services at a food bank or other facility that would provide food for relief victims of storm Sandy,Food,resource
"I actually have to read , write and think today ... . ? Idk how I feel about this ... ... .. # Sandy",None,N/A
"My cousin and his wife are stuck . There is no electricity ( and thus no elevator ) or phone ( or cell phone service , either ) . I 'm in Boston and can not help directly . I 'm sure there are many others in that housing complex who are old and need help . What you 're doing is fantastic !",Energy,need
Food distribution/preparation,Food,resource
"Cordless drill with rechargeable batteries , wireless router ( brand new ) , D batteries , C batteries , blankets . Please let me know if you can use these items and where I can bring them in the neighborhood to drop off .",Energy,resource
"Medical supplies : EPI Pens ; sleep apnea machine ( CPAP ) only 3 mths old , ladies clothes sizes 9-12 , ladies shoes sized 9.5/10",Medical,resource
The @ littlefoodcafe is closed until further notice ! No power=no kitchen=no food magic : ( Please hold on until we get back on grid # SandyNJ,None,N/A
I want to donate food clothing hygiene baby supplies . Can someone contact me . I have a large donation,Food,resource
When and Where should hot meals be delivered this evening ? 11/3/12,Food,resource
I would like to donate a turkey for Thanksgiving !,Food,resource
"I have winter clothes , blankets , coats , and non perishables food items to donate .",Food,resource
Went to Home Depot for batteries ... came back with tide and dishwasher pods . # thankssandy http : //t.co/4PeYtGGS,None,N/A
Hm . Think we charged enough batteries ? We are n't just set for # Sandy we 're ready for the apocalypse on the # UWS in # NYC http : //t.co/Ob6oiO8z,None,N/A
"We have 10 bags organized with men 's women 's boys and girls , & babies all sizes ranging , organized of winter coats , clothing , blankets . Also bottled water , canned food , baby essentials such as diapers and food . We also have soap . Contact ******************* at ( ************** Email : *******************************",Food,resource
"I also love to cook , I can bring food or make food or distribute food ... I have a dog/cat so am experienced with dogs/cats and can help with pet care/dog walking .",Food,resource
"********* did not meet up with the Heddermans , but left bottled water for them .",Water,need
"Please let me know if you also can use pet food . The feral cat I was feeding was recently hit by a car and did not survive so I have many cans that I can bring , too .",Food,resource
I 've never have seen NYkers as ominous as I 've seen them today ... hurricane Sandy ... end of the world,None,N/A
foodrun ! ! # instamood # instafood @ Frankenstorm Apocalypse - Hurricane Sandy http : //t.co/kV94cCfl,None,N/A
So sad but always strong ... # sandyaftermath # strength # wisdom # prayer ... . & # love @ sheraton stamford http : //t.co/EpkIdgpZ,None,N/A
"sorting / packing food , clothes , supplies , etc . conversational Cantonese",Food,resource
NEVER MISS OUT ON A CHANCE TO DO A GOOD DEED ... .. # HurricanSandyRelief,None,N/A
"Rockaways also need mops , ready-to-eat food and cleaning supplies ( Saturday , 11/3 , 1:47 PM )",Food,need
"Lots of toilet paper ( 40 rolls I think ) , bottled water , shampoo , women 's winter coats",Water,resource
would love to help in general but am particularly curious about needs on Thanksgiving week -- can offer assistance cooking/serving/delivering food if anything is being coordinated . thank you !,Food,resource
The 7-11 on 26th and 5th has set up tables outside with surge protectors for people to charge devices # sandy,Energy,resource
"Hi , I am trying to get some information and help my neighborhood fo co-op in Philadelphia coordinate a donation collection . There is interest in collecting items ( clothes , bottled water , baby supplies , toiletries , etc . ) and get them to those who need it . The interest is there , but transportation may be a problem . There has also been an interest expressed for providing temporary shelter ( an extra bedroom , for example ) but those interested do not know how to do something like that . Any assistance you can provide to help us give a helping hand to others would be greatly appreciated .",Water,resource
"Update from Red Hook : Red Hook Projects houses over 5,000 people . All of whom are without power & food . We have located a larger Kitchen in the area who will act as a HUB to receive food donations . Please send Rice , Beans , Canned food , etc to : St. Jacobi Church 5406 4th Ave Brooklyn , NY 11220",Food,need
"clothing ( winter coats ) , non-perishable food , hygiene products , etc .",Food,resource
@ VeronicaVice be glad you have heat . I still have none from Hurricane Sandy .,Energy,need
childrens clothing canned food toys,Food,resource
Ca n't even wrap my mind around the images of Atlantic City ... the whole city is completely under water ... . # Sandy,None,N/A
Sooooo ... .the house just shook a little . # windy # ctsandy # Bridgeport,None,N/A
Nesquik Bunny # sandy relief contribution : lots of smiles & lots o @ Lower East Side - Mercy Chefs food truck http : //t.co/fHVw6Llx,None,N/A
We have many fresh sandwiches and want to donate . we are on the uws . can go anywhere in manhattan .,Food,resource
"I can make sandwiches or other hot meals from my home . If there is a particular need , please let me know .",Food,resource
"Hi - I 'm from Seattle and I have been visiting my son for the past week in Brooklyn . I would like to volunteer and I would come tomorrow morning , Saturday , with my son who is 31 and his friend . They can do more rugged things or like myself , help in whatever ways that we can . The address that I gave you is his . My son 's name is ************* . Also happy to buy something 's or food if that is needed . *******",Food,resource
"Hygiene Products : soap , Listerine , shaving cream , cotton swabs . Non-perishable food : canned food Clothing : sweaters , boots , shirts Toys : board game , cards , stuffed animals , books",Food,resource
"Each year over 100 people gather at St. John 's Recreation Center in Crown Heights Brooklyn to share in the Holiday spirit with A Young Mother 's D.R.E.A.M . This year , we are partnering with the G.F . Brand Foundation and the Wall Street Alphas Charitable Foundation to help those were were effected by super storm Sandy . There is FOOD for everyone , TOYS for every child under 14 , Entertainment and FUN ! ! ! Hope to see you there and bring some children with you ! Toy Drive Friday December 14th 6-9pm St John 's Recreation Center 1251 Prospect Place Brooklyn NY 11213",Food,resource
Ppl being evacuated from NYU hospital ... Women who just gave birth too ... # SandyProblems,None,N/A
"@ Mithra_6277 that 's weird . I 'll RT it ... keep it alive ! Lol ... as 4 # sandy ... VERY windy , rainy..will hit tonight into tomorrow . Work closed !",None,N/A
"One flat plus most of a box of candles , and several sizes of batteries .",Energy,resource
WE WOULD LIKE TO DONATE HOT PIZZAS TODAY ! PLEASE LET US KNOW AS SOON AS WE CAN BRING THE PIZZAS SOMEWHERE THANKS BARI,Food,resource
Drinking wine so i just fall asleep # Sandysucks # nopower,Energy,need
Costco in New Rochelle just got gas ... it 's probably a 5-8hr wait ... but it 's here ! # HurricaneSandy # @ Costco http : //t.co/SKi5UPQc,None,N/A
"New drop off location in Astoria for Broad Channel and rockaway residents ! 23-80 28th st apt 1 in astoria ! We are getting together people to travel to these areas to donate supplies , food , work gloves , baby items , ad sooo much more ! Please contact me at ******************************* or ****************** for hrs to drop items off ! Also , make sure you follow Www.facebook.com/sandyreliefinastoria For updated info ! ! !",Food,need
Deliver food and clothes,Food,resource
"Thanks for all the calls/texts everyone ... I am safe in a place with electricity , cable , food and alcohol . Prayers to all affected . # sandy",None,N/A
rough carpentry hand and yard tools small pick up truck,None,resource
"Sent email , matched to Seniors are living in the Seward Park Co-Op top floors with no power or water .",Water,need
"can deliver/distribute food to apartment buildings , check on elderly , etc .",Food,resource
"FURNITURE/HOME GOODS , CLOTHING , HYGIENE PRODUCTS , NON-PREISHABLE FOOD",Food,resource
"This is only for cancer patients undergoing chemotherapy who have been displaced by the storm . We provide cancer patients undergoing chemo with kits of products to help manage side effects such as nausea , hair loss and oral care issues . We would love to get kits to people who have lost so much during an already difficult time .",Medical,need
"what can i donate ? clothes , food ?",Food,resource
"I work at the United States Military Academy at West Point ... ..we are prepared to come down and feed 1,000 to 1,500 people ... .we have the kitchen equipment ( including ovens , etc ) and ALL the food . Please contact me as soon as possible to see where and when we can come down and feed as many people as possible a hot meal . No charge to anyone .",Food,resource
"I have non-perishable food , men 's and women 's clothing , and hygiene products I can donate . I live on the upper east side . Please let me know how to get these to you .",Food,resource
"General volunteering . Nothing skilled . Painting , building , food relief , etc",Food,resource
Trying to stock up on food before the storm has alerted me to the fact that I categorically only like foods that need to be refrigerated,None,N/A
Hurricane in NYC ... . Never Thought I 'd see the day,None,N/A
"We did a large donation drive in our community . We have adult children and infant clothing , toys , nonperishable food , prepaid cell phone , pet supplies , baby supplies , blankets , winter gear , it is all seperated organized and boxed . We can deliver next sunday",Food,resource
"Food and food distribution , communications help ( marketing etc . ) as needed .",Food,resource
"Phone calls , serving food , etc .",Food,resource
I am available this SAT 3rd ... can I come down and help..I 'll bring batteries too if you need them ... .anything else ? ****** *************,Energy,resource
"I 'm a healthy senior , formerly self employed bookkeeper . Can do clean up , food water distribution , very organized .",Water,resource
