Text,Class,Type
"what office that responsable in the built in the zon , is the organisation jhudp",None,N/A
"why do n't you forget me , I do n't have any where to sleep , I want to died hungry , I see it 's only one a parte who find the help , now I want you help me please . I 'm waiting your answer .",Food,need
"Iwould like to say thanks , once again thank you for your message .",Medical,need
"I am in Matisan , we do not have great damages but we need help , food etc . ..",Food,need
We have several people suffering from dehydration because we do not have water . we are in Leyogan . ? in a different route bary . thursday .,Water,need
I want to have food each day . I live in Matissan around Eternal City ( Carrefour ),Food,need
Everyone in my household has survived only one of my nephew has a broken leg We need help I have a sister in miami please tell to call me,Medical,need
About 240 people are hungry in Gonaives . No more food .,Food,need
NOTES : what kind of message is not important to translate .,None,N/A
The purpose of life is to be happy but we are living the moments the most difficult and in times of distress . Life is bitter but it must Always keep hope that God will change the distress and better days arrive . I want you .,None,N/A
HELP FOR THE CENTER OF FLORE around 400 demunis in DAMIEN to unibank in the yard of Pam pak,Medical,need
I want help because I have cold,Medical,need
"J.a.s : youth club for the development of Saintard would like assistance for people who can not find food , we are asking you to",Food,need
People at avenue N said they want to know if the distribution of food is already finish ? they do n't find nothing .,Food,need
"For those that have already arrived in Fond - des - Negres and have only clothing , what will they eat",Food,need
where is the senegal region in haiti located ?,None,N/A
The foods that they distribute in the country . We call S.O.S.,Food,need
"in the police station matisan there 's a man the population arrested him , because he hold all the cards about 1500 in his hand , he never gives any to anybody",None,N/A
i want to give blood where do I go,Medical,need
"where can i find access card , because I have no food .",Food,need
"I live with six persons , we would like to find tent , Food , dlo , Thanks a lot .",Food,need
Since the disaster I have been staying at a friends house in St Mark . I live in Carrefour but my house was destroyed and I lost everything ! I am having difficulty living because I have nothing !,Medical,need
"Voice of America . Please pass the message along for us . We live in Gressier , 24th section ( Ti Boukan ) . We are dying of hunger . What we had is finished . PLease pass the message along for us .",Food,need
Where can I find the Food Pass please ? Send me the information,Food,need
"In Fontamara 35 , 43 people are drinking water from a pipe . They do n't know how many microbes are in this water . Please forward this message for ( sentence cut off )",None,N/A
"I have a 4 year old child who is sick , can you help me get a tarp please",Medical,need
"the comity in Koupo ask please if he doesn , t find some help like latrines we do not have any In koupo our adress is Koupo number",Medical,need
"Please , can you make sure that I have left rue Alix , because I do not remember . Thank you . I 'm waiting for our response .",None,N/A
I 'm in Gros Morne . I need food and clothes . My dear friends help me for the love of God,Food,need
When the decentralization will begin in the province cities ?,None,N/A
"It 's not just the people of PAP who are hungry , the people higher up ( in the mountain ) are dying of hunger",Food,need
Which school in Port - au - Prince is open ?,None,N/A
NOTES : This message is not important to translate,None,N/A
We 're in Kenscoff . We 're victims . We need help .,Medical,need
I NEED A JOB AS DRIVER WHERE CAN I FIND IT ?,None,N/A
"Hi Mr , where will i have to go to look for my ID card ?",None,N/A
"There is Doctor for plague , where I 'll find it ? thank you .",Medical,need
"There is one thing PAM / World Food Program has not reach where we lived yet . We are located at Maurice Bonefil , Toute Cit Militaire . Thank you and we are waiting .",Food,need
"We are hungry we have nothing to eat , since the earthquake happened , we have not received anything . we are in carrefour in the area of bertin",Food,need
GOOD DAY DIGICEL GIVE ME A CHANCE SO I CA CALL SOMEONE PLEASE,None,N/A
"If i need somme water , what 's can I do to find it ?",Water,need
"What we want is food . We have n't received any . We are in Leogane , Laferone . If we do n't receive aid we will die . Are homes are destroyed and we have nothing .",Food,need
What are the political parties and types of artistes that have perished due to this event ?,None,N/A
Hi United Nations today I greet you in the name of God . I say you thank you with the all people in the United Nations . Today we have toilet with the perdonable of the USAID please bring for us desinfectant for the toilet . please today,Medical,need
yes there 's a old person who never find medicament,Medical,need
"I 'd like to have the address of the FAO in Port au Prince , because I can help with legume seeds and contracts for cereals .",Food,need
Good Evening . I would like to get a card for the distribution of tents .,Food,need
guys it 's time to take those people ou of the park chand mase because the chand masis not good thank you,Medical,need
"Flee the passions of youth , and seeks justice , the faith , charity , peace with those which call upon the Lord a pure heart .",None,N/A
Why united nations do n't tell me come to take food too ? ?,Food,need
Is there anyone giving blood here ?,Medical,need
Call me for Real Madrid game score,None,N/A
"WE ARE HUNGRY , WE NEED FOOD RIGHT NOW WE ARE EIN RUE ALIX ROI , IMPASSE CHAMPAGNE",Food,need
where can we find water at petionville please ?,Water,need
WHy did watancard did not received at ?,None,N/A
WE ARE HUNGRY CALL ME TO GIVE YOU MY ADDRESS,Food,need
there are people in Delmas 32 who form an association who is taking food on the name of the people in that neighborhood . they are just keeping it . it is not being distributed .,Food,need
after the earthquake .. i am falling into darkness,Energy,need
"It seems province people do n't need any food , nobody send to them .",Food,need
Requesting water . Home collapsed on Solino ( ground . ),Water,need
us at carefour kala . the only thing we need is food and tents,Food,need
"we havnt received anything , no food . please",Food,need
Good morning what information they have for today please,None,N/A
I am happy to find ONG 's message .,None,N/A
"I NEED TO EAT NOW , I AM VERY VERY HUNGRY",Food,need
the people of monseigneur Giyou between slelak street are dying of hunger . TN monseigneur Giyou is a residential neighborhood near the st Therese school in downtown,Food,need
good morning unted nations today is five days since that we have a visit in the site baylod wonder that the foreign ones bear ourselves need ourselves the desefectants for the toillettes please it 's a brother church is name joseph labon,Medical,need
NOTES : Do not care about this message . It 's a joke .,None,N/A
"If there is rain , will the water table ( water source ) be contaminated and make people sick",Medical,need
"A.T.S.C.T : we need aid at Tabarre 48 ( bwablan ) . We do n't have tents , we do n't have food . Please help us , help us find some of the aid they sent for the country .",Food,need
What can I do to throw away garbage ?,None,N/A
"We ask for Doctors Without Borders / Mdecins Sans Frontieres to come to the cities / towns outside of the Port - au - Prince areas .. ( in the provinces ) also . This is , in order to care for people who left Port - au - Prince and who are victims after the January 12th earthquake . Particularly , the dictors should travel to the city of Gonaives .",Medical,need
"I m a victim . I m on the street in Mariani 5 , prolongated road # 24 . Thank you",Medical,need
Goodnight people who live in Santo 25 need tents and food please,Food,need
"Thank you for the gesture , and i see that i do n't find of informations since severars weeks . Thank you .",None,N/A
"i 'm a mecanic i worked since 7 to 8 years and i have licence type B i think we can considerate my case . may god bless you , thanks .",None,N/A
"They 're hungry , they need something to eat",Food,need
Is there the distribution the food always ?,Food,need
"If someone want to have a pasport , where He should go ?",None,N/A
try to buy some food for us and then the food donation will seld in a good way for the poor as you are the responsable help us please .,Food,need
"Good morning . I have a problem . Since the earthquaque I feel that my spirit is disturbed and then whatever I have in my hands I deposit it in place after I am looking for it I ca n't find it , sometimes the thing can be in my poket , it also can be in my hands but i do n't remind that . What ?",Medical,need
"I would like to know where they are handing out food distribution cards tomorrow , please .",Food,need
We need help at Place Mais - Gate . We have a sick baby .,Medical,need
"The message might be saying that they have been stuck in the presidential palace ( pal ) since the same Tuesday ( as the quake ) . They need water . The message says they are not finding a little water . No names , no number of people given .",Water,need
"We are in Lespinas , around Fort Jacques area ( Fermathe , upper Petion - Ville ) . Our house was destroyed with everything wi own . Please we need food , thank you .",Food,need
only the clothes on my back I ca n't find because i have not participated in anything,None,N/A
medicines are most crucial requirement than food from kot addu,Medical,need
NOTES : this sms is not important message .,None,N/A
"I lost everything in the flood , my house , my assets . The situation has reached a point wherein I get to eat one day and someday I do n't . Even I have not received my Vetan card .",Food,need
i live in Croix des Bouquets on rue St jean . We need help . We do n't have anywhere to stay . We do n't have any food nor clothing . we 're asking for help . Please !,Food,need
"We have no food , make a way for us please our brother .",Food,need
congratulation for the person that issued the messages service and also thank you for the informations you are going to give me .,None,N/A
"As of our arrival in the world our life is a succession of first times : first step , first word , first day school",None,N/A
"There is none like God then The Truth the rest is appearence , hypocrisy and lie .",None,N/A
"Hi , I am from PAP , now I am in Montrouis , is there rice for this Area please",Food,need
"Good evening ! I 'm from Mariani 4 ext . , we have not received anything . Hunger is killing us . We have no committee in the area . Please think of us because noone ( sentence cut - off )",Food,need
"WE ARE SLEEPING IN THE STREETS IN CARREFOUR ( KAFOU ) SPECIALEMENT IN MON REPOS 42,WE ARE FORGOTTEN WITHOUT FOOD OR TENTS",Food,need
I would like to know qu ' can one make in case an active volcano .,Energy,need
".. . can no longer stand it . They are starting to become infected . Please do this for us . God will repay you . Our address is across from the Hotel Lambi Night Club , street . ..",Medical,need
"do n't give the cards at the leaders ( local government ) , use the ' ' ONG '' because when you give their at leaders , the peoples we do n't find it",None,N/A
C.S.J.I.F NEED TO EAT IN RUELLE SILVYA TOU GIVE TO EAT TO THE FOLK WHO IS SUFFERING OF HUNGER,Food,need
I want to register for the 4636 program .,None,N/A
"We do n't have chlorine , we do n't have water . When we manage to find a gallon , it 's for us to drink .",Water,need
"Hello , Can you bring water for us in Christ the king and around Acacia Street ? Thank you in advance .",Water,need
"Is Haiti cherie , will be better or worse",None,N/A
Saint - Michel - de - l'Atalaye benefit from food aid for 3023 families home . Probe we have 9943 families enrolled in the office Pam Gonaives . and emenaj deplasee yet found anything .,Food,need
I am in Petion - Ville . I would like to know how to find food .,Food,need
"I do n't know the location of this phone number , .. could n't you give me a little explanation",None,N/A
"NOTES : THIS MESSAGE HAS NOT IMPORTANCE , THIS IS A PERSON THAT JORKING .",None,N/A
I want to know if it 's true that they will stop with the food distribution on april 1st ?,Food,need
"Hi , We are Hungry , we need food , our house iare destroyed . Please where we can go to receive help",Food,need
"me and my family , we do not have AIDS , we are fine .",None,N/A
"please , which cyber cafe is in service ? no other information noted within text .",None,N/A
Information is indeed great but what s most important is the aide so we can live . I have a baby and I have no money to buy milk .,Food,need
I need water in Carrefour- Bertin,Water,need
Is it possible for that the ONG in carfour(port - au - prince ) sell the gifts ?,None,N/A
I need aids and i do nt find and you told me you could help me with the rains fall every day in port - au - prince . The childrens become sick in my hands .,Medical,need
"Thanks , you sent me too much advice . I need food now",Food,need
we have no water please help up . thanks in advance .,Water,need
At what time real vs barcelone will play .,None,N/A
WHERE CAN WE HAVE WATER FOR FREE ?,Water,need
"let us know some about the sea that will rise , the tsunami .",Food,need
"Begging for food and sheltter in Carefour , homeless with kids ..",Food,need
will we have earthquake tonight ?,Water,need
Can you send tents and food for people in Carrefour Feuilles ?,Food,need
"sleep , they forgot us and brought nothing . We bought a little bottle of water for 5 gourdes",Water,need
The people among us who are the most injured is a 3 year old child . He piece of concrete fell on his head and his head is injured . We also have a person with a broken hand who is a nurse .,Medical,need
I am a victim and I live in Bon Repos . Where I am sleeping my wife and a small child . I do n't have food to give them . Please directors see what you can do for me .,Food,need
4636 : NGO SAID TO CLEAN UP THE WATER WITH AQUATAD OR CLOROX TO BE SAFE TO DRINK.IF YOU PUT CLOROX WAIT FOR 30 SECONDES.HEALTH 'S PUBLIC DEPATMENT WILL GIVE AQUATAB .,Water,need
"Location - Anse A Galets , La Gonave , near Wesleyenne Hospital , Need assistance fixing the school and also feeding 500 children .",Food,need
is it true we can get a reply in the weekend ?,None,N/A
I need information about www.jobpaw.com because I left a resume already,None,N/A
it smells everywhere in the country . people need vaccin everywhere . also please think of the people of verette . they are hungry,Medical,need
When will the money transfer stations open in the Plain,None,N/A
"i need to go to find my family in USA . I have no house , no clothes , no money and no food come to my zone . Please help me",Food,need
"In Decayette we found baby wipes , thanks a lot . But we did not find any rice , SOS",Food,need
I would like you to send food in the Leogane Belok area,Food,need
We need help . We r hangry and v nothing .,Food,need
I burnt the trash . the only thing is that I need some food to eat .,Food,need
how I can make to go to Senegal ?,None,N/A
"A do n't have anyone , help me . I had a big sister who was all I had . She died . My mother died when I was 5 . I 'm sleeping in the street , I ca n't get food . I ca n't do it anymore .",Food,need
"LOTS OF OTHER COUNTRIES ARE SENDING HELP , BUT WE ARE HUNGRY , AND THE GOUVERNEMENT DONT SAY A THING ABOUT IT , THEY DONT GIVE US HELP",Food,need
I have a sore throat i do n't know what to do i have so much difficulty to drink and to eat please help me .,Medical,need
Hello Red Cross . WE need your humanitarian aid right now . Thank you .,Medical,need
"We need tents to sleep in and we do n't have any food left . We 're on chemin lespinasse in tabarre , inside",Food,need
"one never gives us food has Cayes Jacmel , locality Raymond.the population dies of hunger",Food,need
"BB , write me a message tell me where are you i coming to see , even a tel .. number you land to write me .",None,N/A
What kind of info they have for professional students in Damien ?,None,N/A
we do not understand why we ca nt get a tent for kids that are 5 and 4 months old ... last night it was raining on the kids,Medical,need
we have 8 days without food carfour debwos in the yard of the Acra no has gotten to us please help we ask that someone gets to us ..,Food,need
there is no water to be served at St Peter Place .,Water,need
"I have problems , need food in Plaisance , Nord .",Food,need
"We are in the North - West department , right in Mole St - Nicolas in Karenaj ( ? ) we need emergency aid",Medical,need
"We 've done that already , now we want to work .",None,N/A
"Where can we find food distribution cards , because we have a center full of people at Church of Grace ( Egliz de la Grace ) in Delmas 33 .",Food,need
"I 'm hungry , a need for ity and ami in the inner court of Taba 3 Kazo . Please have pity on us .",Food,need
I would like to know what is happening in the country,Medical,need
PLEASE SEND A BAG OF RICE FOR US THANKS,Food,need
I am quite ill and can not find care .,Medical,need
reactions . -3-Contractille it is the property that possessed the muscles under the effect of one excitation contract themselves . - One distinguishes 2 sorts of contractions . -1 -,None,N/A
Beginnings are always difficles it 's a constantpractice that can happen to facilitate a stain . But the ease is the work of the will .,None,N/A
I WANT TO BE RESISTRED IN THIS PROGRAMM,None,N/A
why the peoples of my house ca n't to take part in the food distribution ?,Food,need
Please reply to me because I do n't know what to do . I 'm loosing my mind,None,N/A
"I had heart surgery . I can not be under the rain . However , I have a friend who has a house with some holes in the walls , I will go to sleep there .",Medical,need
My child is seriously injured .,Medical,need
"This person says there are in a place called Solino , Haiti . They say they can not find any water , food , or place to take a bath",Food,need
I need help please because we are hungry and we are all sleeping in the street .,Food,need
"WE ARE FACING FOOD PROBLEM B / C IN THAT CONNFCTION WE HAVE GOT LITTLE BIT RELIEF . FROM VILLAGE SAHIB KHAN SOLANGI , UNION COUNCIL KAMAL KHAN TALUKA JOHI DISTRICT DADU .",Food,need
this sms is only giving you an address not much detail . . / 2 cyber cafe route of frere . . a litle under where the jumbala night club is ..,None,N/A
How will be the reopening classes and permanent bacc ?,None,N/A
"People located in Leogane at the section citronniers , they need food .",Food,need
"Our team of GIVE A HOME is in Sukkur as I write to you . Water - level is up to the roof top . There are no government , No NGOs or any other relief help . Need of the hour is FOOD and clothing !",Food,need
"The desperate requirement of Drinking Water is @ Dam Dam Bund   Surjani Bund , Sajawal . The people sitting at these Water Bunds are absolutely shelterless .",Water,need
What do you think of ideas about manufacturing passports ?,None,N/A
The people of mahoti?re 79 are hungry,Food,need
"Food and money needed , we are starving",Food,need
We can not get food from our house . We are dying of hunger . Please help . We live in Martissan .,Food,need
The people is hungry and you are asking for blood .,Food,need
In the Pyron area ( Petionville - Tomasin ),None,N/A
"We are at Impasse Colon Turgeau . We need help , food and youth willing to work . Thank you",Food,need
"Onere and some food . Thanks for your understanding . ( Translator 's note : are we getting the full messages ? Most of them appear to be bits of sentences , like this one )",Food,need
"We have no water , and we have no shelter to sleep especially when it 's raining . thank you",Water,need
"Big up louco how you feel I 'm healthy , it 's just a divin grace",None,N/A
i do n't have mosquito - net and tablets can trait water . do you will give me some . ?,Water,need
what posibility has for an American resident who was in haiti in January 12 brings in united States . by what of commercial vole does n't have,None,N/A
"We are in the rain season , what must we do because we are in the street ?",Medical,need
I had surgery on Tuesday at Hospital General . I have to go back to remove .. I called the doctor but I can not find him . What should I do ?,None,N/A
Need medicine and many tents . At Telandieu and Leonord . Thank you in advance .,Medical,need
"neither i have got any ration nor tent till date , now winter is also approaching . what should i do ?",Food,need
NOTES : it 's not important to translate,None,N/A
"Those people must have heard a radio / text message or something and the want to know what they go for to the transfor house , what they 'll need to take to justify their identity and where exactly in nazon",None,N/A
My injured family and friends are in the hospital in Hinche,Medical,need
Is the the hospital in Delmas that is working ?,Medical,need
I am not sick thanks God . However I am in dire need of food in order to survive,Food,need
"I do n't hear about you , what 's happenning",None,N/A
"I am in Thomassin number 32 , in the area named Pyron . I would like to have some water . Thank God we are fine , but we desperately need water . Thanks",Water,need
I did nt ask for 4636 rice . I asked for 2 pounds for 16 people . I live Lamartin by Verna # 12 - 14,None,N/A
"I need a job , I 'm an accountant . I was working before January 12th . I 'm available",None,N/A
"village sehta sench union council channa taluka sehwan , most of the people who had migrated to safe places have returned back to their homes now they need food commodities and other essentials because our crops have been destroyed and we do n't have alt",Food,need
NOTES : This person is wrong number .,None,N/A
We can get some electricity in the EDH area,Energy,need
"We need for the state to do all that is possible for the people who are suffering find care in the hospitals like Gonaives , they have never reached us . They are people suffering , there are no medicine .",Medical,need
"I have a three month old child , it has diarrhoea . What do I have to make for him ?",Medical,need
"We are in Mapou Dampus leogane , claudel desir field , we are hungry and we go no help in leogane",Food,need
I would love to know what you 're going to do with the permanent students ?,None,N/A
Please make sure that the food distributed is not sold . Create a security system while you distrubute the food,Food,need
"Good evening , we are from the Survival comitte Delma 33 , Jack premye , ri sengor ( in Citron on the football field ) We need food . Rice , peas and corn flour",Food,need
pleas can you help me find a card so that i can get food .,Food,need
could you give help by giving some portable toilet that would really help because our house and toilet is crushed,Medical,need
I 'm at Carrefour Feuille we need food,Food,need
"WE need tents and food in Miragoane , in the Cit Marie Victoire area .",Food,need
"Hospital Medecin Sans Frontiers ( Doctors without borders ) located at Delmas 19 is closed . Hospital San Louis Gonzague situated at Delmas 33 , will take care of all the sick for free .",Medical,need
"we are at Avenue N , rue chili right by american base . we do nt have any food",Food,need
hello my god hunger will be the end of us . what is happening ?,Food,need
"Bonjour . .. i need to go to canada , i only have my passport . How can you help me please . ? thank you",Water,need
FEBERT GLASS - CONDUCTEUR CAR AND TRUCK -OPERATOR - TRACTOR - EXP : SOUVERAIN - MATHIEU'?1  ,None,N/A
we do n't have any news in jacmel,None,N/A
Please my borther I need a tent can you help me find one,Medical,need
How long time can we expect for the replies ?,None,N/A
Information about the National Palace-,None,N/A
I want to subscribe in the 4636 program .,None,N/A
PEOPLE WHO WANT TO MAKE CARDS CIN CAN WE DO IT IN PAP,None,N/A
"we want medical equipment and supplies needed in all crushed area specialy Bon - Repos such as medecins againts MST / IST , Familial Planning , psycological care and so forth . what ONG we must contact for that .",Medical,need
Have pity on us in La Gonave .. we ca n't anymore .. hunger demanding authority .. make a way .,Food,need
Hi ! I 'd like to know the decisions made in favor of students please,None,N/A
"Radio , we are actually counting on your help , thank you",None,N/A
What should a person do to participate at the 4636 program,None,N/A
I 'm thankful for the international corps ( CRS ) for food it gave this morning in Delmas 62 even if this is rice to give us time for the rest of the stuff . We need a tent for the rain .,Food,need
"In Dessalines , 3rd Section , in a place named Petit Place there are a lot of people who left Port - au - Prince . they do n't have houses , they are hungry . Send some help for the people who are writing .",Food,need
This person is asking for water in order to survive .,Water,need
Where can I get cards for food ?,Food,need
how to get a job int he gouvernment or in an org,None,N/A
NOTES : Personal concerns and offer of help to ditribute goods .,None,N/A
I had a sim card which was lost 6months ago can I come look for it,None,N/A
They need Food at leogane 9th Section Citronniers,Food,need
"Hello , I do not have any death but we have lost everything , we have no food please find a way to help us",Food,need
"last night in the zone latrable , it rain , add us to wet by what we do n't even have water has drink however for the tempts . I do n't know what to do",Water,need
"Where I am I ca n't leave , there 's no internet all houses are destroyed , we ca nt save any paper because the house is flat , we 're suffering where we are in Aprimature",Medical,need
the Haitian Etat must make country - wide resessement for in to know more how much of no one that lived in this country .,None,N/A
Contact his father in Chicago . He works at the national palace .,None,N/A
To be able to continue planting we need health care because malaria and typhoid are spreading out . Message from the Peasants Group of Fondikak ( GPPF ) .,Medical,need
these things i already know but thank you anyway . i am in cite militaire we have n't got,None,N/A
Please I would most like information about a Swiss or French visa,Medical,need
needs a more precise address information Seeking water to drink,Water,need
we are dying of hunger . if we do n't eat how are we going to get back up . and where can i find food to eat . they aren / t giving food yet,Food,need
"I great you for the good job you do for haiti , please what month the examn bacc 1,2,ninth and sixth year will do in the country . franswa ricardo",None,N/A
I need to know if they need Haitian nurses in this vaccination campaign please,Medical,need
NOTES : This person is screw loose .,None,N/A
We are not dead thanks to the lord . WE need food . We are in delmas 87 . We are suffering of hunger .,Food,need
i should want to have the number of ' ' planet kreyol '',None,N/A
"Good evening ! How many second the eathquake last on Jan. 12 , 2010 ?",None,N/A
The communication is the key of all frustration,None,N/A
Where should we go for vaccinations ? They give ( say ) the place for children younger than 7 years but they do n't say for old people .,Medical,need
NOTES : it 's important because the people attrap the virus by the careless .,Medical,need
"Hello . I am a Haitian living in the 12eme ( 12th ) Section of Leogane , such as it is . I have a young woman who is in labor having a baby . I have no house . I have no means to live . How can you help ?",Medical,need
Alpha comity who 's located at Nerettes with 879 family need foods and tentes . Please we need help,Food,need
"Village Alhadino Khaskheil Thatta U.C chatto Chand is my villagre which has destroyed by flood , no NGO has came here for help , and food has also not given to us , so i request you please survey our village Allhadino Khaskheili and give us food and basic needs of life .",Food,need
"good morning ! please how you can help me to understand with the observations of others on the earthquake and the tsunamis on the city ' ' Cap - Haitien '' ? because i was at port - au - prince , after the earthquake has destroyed my house , i com in the city '' Cap - haitien '' . and then , the observation do n't stop about all on the earthquake and tsunamis . i do n't have peace i ca n't sleep under house .",Medical,need
I can play carnaval Anbasad Camp there I think this is a simple comment about a creole rap group - Anbasad Camp . Does not refer to location or read as a cry for help . TK,None,N/A
Did I need to pay for this service ? I want to express my gratitude and thanks to all of you,None,N/A
we have a lot of problems . We can not sleep or eat . They have not brought any help for us . we want to go to the united states toour family to help us . help us please,Food,need
"In Delmas 33 , Rue Charbonnire prolonge . We need water and tent .",Water,need
Please since they give this help I never find anything please help me to find something to eat and God will be bless you for that .,Food,need
The people of Delmas 18 and 20 ca n't find coupons to get food . Help use tell us where to go to get coupons in the zone . Thank you .,None,N/A
"Please where can I find Help , specially water and tents ?",Water,need
I would like to get information on the earthquake,Medical,need
I am out of strengh . I am very hungry . Where can i find something to eat please ?,Food,need
"we need help . kids need assistance at fontamara 37 . kids sick diarrea , flue , thanks NOTE : could not locate fontamara 37 on the map .",Medical,need
I need some council about United nations .,None,N/A
"We are in the area of Petit Goave , we would like .. we need tents and medication for flu / colds ..",Medical,need
"There 's a lack of water in Moleya , please informed them for me .",Water,need
"IF I LIVING IN BIZOTONCARREFOUR WHAT CENTER WHO FIND AROUND OF ME , I WOULD EQUIPMENT SUCH AS TO ENCASEFOOD CORPORATION , MEDICAL SUPPLIES , SCOLARY SUPPLIES .",Medical,need
"We need food in L'Artibonite , after we left the event / earthquake in Port au prince we did n't come with anything , all remains in port au Prince .",Food,need
"Hello people in the courtyard of Miki at fontamara 27 Menos street extension , water please , do something",Water,need
.. .. . we are here our mother has no more water . if you are there let us know ( location not provided ),Water,need
I am asking how can we ask for medicine for my back,None,N/A
I 'm in Delmas 32 Can someo9ne tell me what is the closest Food distribution Place around me,Food,need
"Please let me know where I can find the Food Pass , because I have n't found anything at all yet .",Food,need
"The Education civic Professional of Haiti Center needs help of United Nations in differend domains to take care of children , young , pregnant and handicap person in camp Refuge that ..",Medical,need
Please come help there are dozens of wounded people at the different ( truncated ),Medical,need
WE EXPECT ANSWERS WE ARE HUNGRY SEND FOOD PLEASE IT 'S URGENT,Food,need
"I need a job , I 'm an architect and I study computer",None,N/A
"hello , can I subscribe to s.v.p",None,N/A
"Say , United Nations to make find a little food too thanks .",Food,need
I live in Carrefour . Will I have the opportunity to go to school this year ?,None,N/A
"WE DONT HAVE FOOD AT ALL , WE NEED HELP THANKS DIGICIEL",Food,need
How can I verify this text with the Plus option,None,N/A
I would like to find a way to free myself how can you help me i need a lot of help .,None,N/A
HELP IN HOUSE CONSTRACT- ION BOBIES R SUF ERING NAMONIA AND OTHER DESEASES,Medical,need
When the immigration office will open in order for people to go to do the pass - port ?,None,N/A
The person would like to know where or which hospital the people that was hurt on the January 12 earthquake were sent out .,Medical,need
"I want you to know that , as of now , we here in Cabaret , more specifically , Guiton , are dying of hunger because is is so hard to find food . What do you want us to do ?",Food,need
water please . Thank you . God bless you .,Water,need
"We have a big problem in Jacmel , we left Port - au - Prince without food , clothes and money . we are really in a critical situation .",Food,need
"I great you , when the american army help the government haitian to demolish Nova Scotia 's Hotel?(That the all people would like to know what the government american do ?",None,N/A
"In our village kachipul , flood has caused lot of damage to the crop , our houses and jobs . Everything is finished but the government has still not helped us . Location : village kachipul district : kambr shahdadkot",Food,need
i would like you give us jobs in the capital .,None,N/A
In our village Kachipul is effected by flood and we lost our home and almost everyone is lacked with food accomodation but government did not helped yet . Location : .. : vilage kachipul distt : kambr shadadkot plz visit u city kachipul,Food,need
"There was an earthquake which passed in the North of Haiti , it was 1842.le balance sheet was unknown .",Food,need
"We need to get more information about help , assistance HAITI received and about other things we 'll procure , please ?",Medical,need
What is the best location for food distribution in Delmas ?,Food,need
Is class reopenning still for March 1st ?,Medical,need
"We have 63 people , about 457 people live in the neighborhood . We are hungry . Do n't shame / humiliate me . I find this message . We can work together to help ourselves . We will be happy with whatever you give us .",Food,need
"If someone does nt have internet how can they navigate the internet to find jobs with an NGO especially people from the Northwest . . Port de Paix , St Louis du Nord",None,N/A
What can we do with the children regarding school and when will the people of duval in croix des bouquets get food to put in their bellies ?,Food,need
"We are victims at Ave Christophe , Imp Lavisse . We have nt received any help . We need your help . Thank you .",Medical,need
"To you : Grace , peace , love , faith , fidelity and forgiveness . Like this balance for living life 100 eternally , .good night",None,N/A
water/ faucet line broken in Turjo ( area of Haiti ) . a tractor ( heavy equipment of some sort ) broke the water lines,Water,need
Where can I find a card for food because I have nothing to eat .,Food,need
"I do n't have anything to purify my water ( aquatab or jif ? ) , I am in Grande Anse in Abricot . If you could do that for me ( get me water purification tablets ) God would bless you . Thanks in advance",Water,need
"We do not have any news about Bon repos , specially Dmez street .",None,N/A
"i m still waiting for your help . .. i 'm starving , please bring me food",Food,need
"My lover , are you of this opinion ? When i m very close of a person , i want to make him please all the time , and i want anything to do that can make him crumple .",None,N/A
Hello please i would like information,None,N/A
"ca n't take anymore , friends thirst is killing us . Help us thank you",Water,need
WE ARE IN SILO IT 'S RAINING PEOPLE GET PANIC WE NEED TENTS NOW BEFORE THE KIDS GET SICK HELP HELP,Medical,need
was today 's shake an aftershake or another earthquake ?,Medical,need
give me more informations on malaria,Medical,need
"hello , I am looking for some infos and some practical advices . thanks .",None,N/A
"Hello , I 'm happy to receive this message but I 'd like to know if you will be offering jobs in this vaksination campaign ? I 'm awaiting response impatienntly . Thank you ..",None,N/A
may you help me to get a datd plan in my cell phone please,None,N/A
I would like to subscribe to 4636 .,None,N/A
"We 're asking to the NGOs , so we need Shelters and food . ok B.E.N",Food,need
"Lizon 41 , area lower Figye , Bon repos ( la plaine ) we do n't have any money , nor food . Please help us",Food,need
Always Commune Gressier section 24th Note : Incomplete . .. Ask for details . .. on help . ..,None,N/A
"the health of the odging Marassa 7 , has never found any help , just water",Water,need
What 's news are there for today ?,None,N/A
Good morning 4636.I want to record in that service . Thank 's,None,N/A
"We are a group of people living at tabarre 27 , we are dying because we have no food please help ! !",Food,need
"Ok thanks , but now we need food .",Food,need
DINEPA is it stop the water distribution at SOLINO ?,Water,need
What about me ? I do n't find nothing to eat,Food,need
"I am starting to be really hungry now , how can I find help ?",Food,need
"I heard on the news that school will open on Feb. 2nd , is it true ?",None,N/A
Message not important . Only salutation to radio anchor .,None,N/A
please do pass the message relates to the authorities,None,N/A
"4636:ONG SAYS IF YOU HAVE A MOSQUITO NET , USE IT WHEN YOU'RE SLEEPING.iT 'S IMPORTANT , IT CAN HELP YOU TO DECREASE THE RISK TO ATTACK MALARIA .",Medical,need
Are you all letting me die from hunger ? I have n't found anything and I ca n't find work .,Food,need
We need help at carrefour feuille we have n't receive any help . We 're starving,Food,need
I 'm really happy you guys received my message . Please come and see us . We need first aid and all the help we can .,Medical,need
Where are they distributing food at this moment ?,Food,need
please does is it a place of which we can find vaccin for the adult thanks,Medical,need
"my brothers and my sisters let 's stay witout food these 3 days instead of having carnaval , take these days to thank God , he said these days are mine .",Food,need
we are a student union in belok leogane . we have not found up till now food for the population . pleas give an ans adress where we can find food .,Food,need
